Horario,Tentativas,Status,Ultima_String,Ultimo_Hash
Thu Jan  1 14:38:23 2026,872500000,EM_ANDAMENTO,a,85c8de88
Thu Jan  1 14:38:25 2026,873000000,EM_ANDAMENTO,iF5ro98e44,76501100
Thu Jan  1 14:38:27 2026,873500000,EM_ANDAMENTO,83CrFJDrw3Q,9bdc7c32
Thu Jan  1 14:38:28 2026,874000000,EM_ANDAMENTO,J1KdKWErUpI6,c58c272a
Thu Jan  1 14:38:30 2026,874500000,EM_ANDAMENTO,pdBJ,1d28138a
Thu Jan  1 14:38:32 2026,875000000,EM_ANDAMENTO,7Dg7UDxnuFx,67a01b2c
Thu Jan  1 14:38:34 2026,875500000,EM_ANDAMENTO,apPuaZtbHR,b35e0756
Thu Jan  1 14:38:35 2026,876000000,EM_ANDAMENTO,dbNtb8,394831b8
Thu Jan  1 14:38:37 2026,876500000,EM_ANDAMENTO,yuSJRT9Y86Gm,eefb2d97
Thu Jan  1 14:38:39 2026,877000000,EM_ANDAMENTO,fETEcdnLkD,cc25f433
Thu Jan  1 14:38:41 2026,877500000,EM_ANDAMENTO,4hyf,47cc9f0a
Thu Jan  1 14:38:43 2026,878000000,EM_ANDAMENTO,TkIDa8neFdnM,f1797e37
Thu Jan  1 14:38:44 2026,878500000,EM_ANDAMENTO,j3gPSAca,c3f77c7a
Thu Jan  1 14:38:46 2026,879000000,EM_ANDAMENTO,15bVk79,779edd1d
Thu Jan  1 14:38:48 2026,879500000,EM_ANDAMENTO,G0RAhf,80c073d5
Thu Jan  1 14:38:50 2026,880000000,EM_ANDAMENTO,pqFxI,74890323
Thu Jan  1 14:38:51 2026,880500000,EM_ANDAMENTO,7enhpA03JT,826d6584
Thu Jan  1 14:38:53 2026,881000000,EM_ANDAMENTO,Q,bd3d67b5
Thu Jan  1 14:38:55 2026,881500000,EM_ANDAMENTO,J3E0F20a,f45bf646
Thu Jan  1 14:38:56 2026,882000000,EM_ANDAMENTO,eyQq1NMhVzCx,cd0b662d
Thu Jan  1 14:38:58 2026,882500000,EM_ANDAMENTO,E,9e677faf
Thu Jan  1 14:39:00 2026,883000000,EM_ANDAMENTO,cOJZApAbBp,8468b8c4
Thu Jan  1 14:39:01 2026,883500000,EM_ANDAMENTO,t6,d4de08c5
Thu Jan  1 14:39:03 2026,884000000,EM_ANDAMENTO,tlXE,3645caf7
Thu Jan  1 14:39:05 2026,884500000,EM_ANDAMENTO,eUNxq97Q,d96cd044
Thu Jan  1 14:39:06 2026,885000000,EM_ANDAMENTO,dhg76JcRSstK,20b6571e
Thu Jan  1 14:39:08 2026,885500000,EM_ANDAMENTO,tTiEH9HDk,3ba91991
Thu Jan  1 14:39:10 2026,886000000,EM_ANDAMENTO,Xa,8bf6dcb6
Thu Jan  1 14:39:11 2026,886500000,EM_ANDAMENTO,CNUt,552fdb23
Thu Jan  1 14:39:13 2026,887000000,EM_ANDAMENTO,xpaOeiVq9ZK,490520dc
Thu Jan  1 14:39:15 2026,887500000,EM_ANDAMENTO,ijipZhh,3a44a40a
Thu Jan  1 14:39:17 2026,888000000,EM_ANDAMENTO,n4Ut4nx,f8cf2bf5
Thu Jan  1 14:39:19 2026,888500000,EM_ANDAMENTO,MY7mu2YEs,80b40408
Thu Jan  1 14:39:20 2026,889000000,EM_ANDAMENTO,Y4sONTzhs,b2361e09
Thu Jan  1 14:39:22 2026,889500000,EM_ANDAMENTO,J9zYOmaWvHSY,054bd407
Thu Jan  1 14:39:23 2026,890000000,EM_ANDAMENTO,w65LAzgj6aCB,6099794f
Thu Jan  1 14:39:25 2026,890500000,EM_ANDAMENTO,Gw47O7FHDc,40343c79
Thu Jan  1 14:39:27 2026,891000000,EM_ANDAMENTO,nFAM4cGG,fd063bae
Thu Jan  1 14:39:29 2026,891500000,EM_ANDAMENTO,xRvNzc91m,bccdb1ec
Thu Jan  1 14:39:30 2026,892000000,EM_ANDAMENTO,lS80rWKLIno,91e21d6a
Thu Jan  1 14:39:32 2026,892500000,EM_ANDAMENTO,HzdcLALC49A,e0e84af2
Thu Jan  1 14:39:34 2026,893000000,EM_ANDAMENTO,0xaL,4e1d2ad6
Thu Jan  1 14:39:35 2026,893500000,EM_ANDAMENTO,wQjAeWx,3bc36041
Thu Jan  1 14:39:37 2026,894000000,EM_ANDAMENTO,UJZztepg9,261e628d
Thu Jan  1 14:39:39 2026,894500000,EM_ANDAMENTO,SHlbAM90vo,bfe2c871
Thu Jan  1 14:39:40 2026,895000000,EM_ANDAMENTO,hK7W99a2,ced2d818
Thu Jan  1 14:39:42 2026,895500000,EM_ANDAMENTO,ciXu7sR0pw,435c1218
Thu Jan  1 14:39:44 2026,896000000,EM_ANDAMENTO,BSA9NWPeY,acf2a5c3
Thu Jan  1 14:39:45 2026,896500000,EM_ANDAMENTO,gG8iNdRK2xlk,21fd8458
Thu Jan  1 14:39:47 2026,897000000,EM_ANDAMENTO,F,a2c949bf
Thu Jan  1 14:39:49 2026,897500000,EM_ANDAMENTO,4TP,4c241ff4
Thu Jan  1 14:39:50 2026,898000000,EM_ANDAMENTO,dlJ26Kvp5K,749ec702
Thu Jan  1 14:39:52 2026,898500000,EM_ANDAMENTO,VLcKKmb6h8yV,46656fff
Thu Jan  1 14:39:54 2026,899000000,EM_ANDAMENTO,qVbCjSOlIz,523c9fb2
Thu Jan  1 14:39:55 2026,899500000,EM_ANDAMENTO,ZIg5IzBbsMg,aca43274
Thu Jan  1 14:39:57 2026,900000000,EM_ANDAMENTO,YoTaq,6fdb7144
Thu Jan  1 14:39:59 2026,900500000,EM_ANDAMENTO,Yg,eb8775b6
Thu Jan  1 14:40:01 2026,901000000,EM_ANDAMENTO,17BE,f6cc8be2
Thu Jan  1 14:40:03 2026,901500000,EM_ANDAMENTO,eZnOUrNbFlz,b7508b63
Thu Jan  1 14:40:04 2026,902000000,EM_ANDAMENTO,jX0,37a2f94b
Thu Jan  1 14:40:06 2026,902500000,EM_ANDAMENTO,O,4ac61591
Thu Jan  1 14:40:08 2026,903000000,EM_ANDAMENTO,hr,6c7f0d02
Thu Jan  1 14:40:09 2026,903500000,EM_ANDAMENTO,KvoMk,7fb349d2
Thu Jan  1 14:40:11 2026,904000000,EM_ANDAMENTO,XX8,2f23f44f
Thu Jan  1 14:40:13 2026,904500000,EM_ANDAMENTO,XlF,b297c8d4
Thu Jan  1 14:40:14 2026,905000000,EM_ANDAMENTO,bn5l74t,dd4a2f1d
Thu Jan  1 14:40:16 2026,905500000,EM_ANDAMENTO,BN,dedbd0c3
Thu Jan  1 14:40:18 2026,906000000,EM_ANDAMENTO,2xgsUju,43e38c5e
Thu Jan  1 14:40:19 2026,906500000,EM_ANDAMENTO,eHSWC,cf136719
Thu Jan  1 14:40:21 2026,907000000,EM_ANDAMENTO,VG5JxXS,8dc5116b
Thu Jan  1 14:40:23 2026,907500000,EM_ANDAMENTO,VBOhdmdT6h,524e5001
Thu Jan  1 14:40:24 2026,908000000,EM_ANDAMENTO,N4yfDULf7G,dc833072
Thu Jan  1 14:40:26 2026,908500000,EM_ANDAMENTO,4o,e27a2a7a
Thu Jan  1 14:40:28 2026,909000000,EM_ANDAMENTO,UdkaTEW6arKw,dda9b67f
Thu Jan  1 14:40:29 2026,909500000,EM_ANDAMENTO,VYQhjZPPOg,626008b9
Thu Jan  1 14:40:31 2026,910000000,EM_ANDAMENTO,KFKuTpql1s2V,4c4849e9
Thu Jan  1 14:40:33 2026,910500000,EM_ANDAMENTO,tiRae,8269083b
Thu Jan  1 14:40:34 2026,911000000,EM_ANDAMENTO,IaZL,e2711024
Thu Jan  1 14:40:36 2026,911500000,EM_ANDAMENTO,6EVVQ6axbV,73417e73
Thu Jan  1 14:40:42 2026,912000000,EM_ANDAMENTO,quocNjLz00bu,e98e9c4c
Thu Jan  1 14:40:45 2026,912500000,EM_ANDAMENTO,spXgsR2LT3,75e420da
Thu Jan  1 14:40:52 2026,913000000,EM_ANDAMENTO,xQdqdlGT,3c34cc37
Thu Jan  1 14:40:58 2026,913500000,EM_ANDAMENTO,fAnjjpDQ7A1,6d5f349a
Thu Jan  1 14:41:03 2026,914000000,EM_ANDAMENTO,6wMxR38UVqas,3c59bf89
Thu Jan  1 14:41:07 2026,914500000,EM_ANDAMENTO,EUxYShUYakMW,ceec35bd
Thu Jan  1 14:41:11 2026,915000000,EM_ANDAMENTO,sCi9z,56413a6a
Thu Jan  1 14:41:15 2026,915500000,EM_ANDAMENTO,Gc92Hg6S,44ca38c8
Thu Jan  1 14:41:19 2026,916000000,EM_ANDAMENTO,J,5efe2fba
Thu Jan  1 14:41:23 2026,916500000,EM_ANDAMENTO,gd6ezEiFowLl,8759d3c7
Thu Jan  1 14:41:29 2026,917000000,EM_ANDAMENTO,KZfx2rwchD2Z,d9734b09
Thu Jan  1 14:41:36 2026,917500000,EM_ANDAMENTO,gous,e25a5523
Thu Jan  1 14:41:40 2026,918000000,EM_ANDAMENTO,6BaVfYtQ,8550bbf9
Thu Jan  1 14:41:44 2026,918500000,EM_ANDAMENTO,pbavW8VPB6,7e369457
Thu Jan  1 14:41:48 2026,919000000,EM_ANDAMENTO,APOPzvZK,0068062a
Thu Jan  1 14:41:52 2026,919500000,EM_ANDAMENTO,4ZADQ2,9538e0aa
Thu Jan  1 14:41:56 2026,920000000,EM_ANDAMENTO,WEtd,1b52a01d
Thu Jan  1 14:42:00 2026,920500000,EM_ANDAMENTO,2FVPFIItM7cC,a75ce2a8
Thu Jan  1 14:42:05 2026,921000000,EM_ANDAMENTO,9L,cb4b223b
Thu Jan  1 14:42:07 2026,921500000,EM_ANDAMENTO,T,9dd7847b
Thu Jan  1 14:42:09 2026,922000000,EM_ANDAMENTO,6DndaovJXhR,cdccfef8
Thu Jan  1 14:42:11 2026,922500000,EM_ANDAMENTO,nGX1q,3a7ee3a7
Thu Jan  1 14:42:13 2026,923000000,EM_ANDAMENTO,QQO0EKpuZwDC,f7f3d32e
Thu Jan  1 14:42:17 2026,923500000,EM_ANDAMENTO,mSptl,ef8188b0
Thu Jan  1 14:42:20 2026,924000000,EM_ANDAMENTO,VIphj2ZsM,9c107f7e
Thu Jan  1 14:42:22 2026,924500000,EM_ANDAMENTO,sW768L1m,f976a489
Thu Jan  1 14:42:26 2026,925000000,EM_ANDAMENTO,1NCN8k13jt3,e07962ec
Thu Jan  1 14:42:30 2026,925500000,EM_ANDAMENTO,2AAJwH3mPE,fd4488d8
Thu Jan  1 14:42:34 2026,926000000,EM_ANDAMENTO,O3H,b7494154
Thu Jan  1 14:42:38 2026,926500000,EM_ANDAMENTO,P1XGIj,4d3bd521
Thu Jan  1 14:42:41 2026,927000000,EM_ANDAMENTO,qUdXXihTyPP,e8bbb3ec
Thu Jan  1 14:42:46 2026,927500000,EM_ANDAMENTO,fBjT24,ec24bc8d
Thu Jan  1 14:42:50 2026,928000000,EM_ANDAMENTO,TfSaum,0b5bb416
Thu Jan  1 14:42:53 2026,928500000,EM_ANDAMENTO,pLeu,dc0bc1e1
Thu Jan  1 14:42:57 2026,929000000,EM_ANDAMENTO,G,81ca32e5
Thu Jan  1 14:43:01 2026,929500000,EM_ANDAMENTO,y1GPUVNsga,4fa6299a
Thu Jan  1 14:43:05 2026,930000000,EM_ANDAMENTO,ElClHNTeK3Qk,9f75036b
Thu Jan  1 14:43:09 2026,930500000,EM_ANDAMENTO,j92drcGx,ae6bcfc0
Thu Jan  1 14:43:13 2026,931000000,EM_ANDAMENTO,F4Y9,13bc77e7
Thu Jan  1 14:43:17 2026,931500000,EM_ANDAMENTO,sJ,0df97899
Thu Jan  1 14:43:21 2026,932000000,EM_ANDAMENTO,l81q,0155b2d4
Thu Jan  1 14:43:25 2026,932500000,EM_ANDAMENTO,Et,77471f97
Thu Jan  1 14:43:29 2026,933000000,EM_ANDAMENTO,axC6lGlbsmC,c0a2ea95
Thu Jan  1 14:43:33 2026,933500000,EM_ANDAMENTO,MBN9k,6ab25f8e
Thu Jan  1 14:43:36 2026,934000000,EM_ANDAMENTO,9mPumO1G0,f52de837
Thu Jan  1 14:43:40 2026,934500000,EM_ANDAMENTO,W7CwcHy,ec7fcca9
Thu Jan  1 14:43:44 2026,935000000,EM_ANDAMENTO,BOpEO,41fa3cd9
Thu Jan  1 14:43:48 2026,935500000,EM_ANDAMENTO,jzTc9JnTb3yt,d8b5f756
Thu Jan  1 14:43:52 2026,936000000,EM_ANDAMENTO,JooeWf9Sa,7daa81c5
Thu Jan  1 14:43:56 2026,936500000,EM_ANDAMENTO,9ul,548a5c3d
Thu Jan  1 14:44:00 2026,937000000,EM_ANDAMENTO,nY30rfh4,804df62c
Thu Jan  1 14:44:03 2026,937500000,EM_ANDAMENTO,Y4OQgUe8NkV0,1e291b7f
Thu Jan  1 14:44:07 2026,938000000,EM_ANDAMENTO,KfBz,65386455
Thu Jan  1 14:44:11 2026,938500000,EM_ANDAMENTO,2PSomP9fNzFa,184bd830
Thu Jan  1 14:44:15 2026,939000000,EM_ANDAMENTO,bwskO3,aee1066e
Thu Jan  1 14:44:19 2026,939500000,EM_ANDAMENTO,0UL4ZLOGIdr,2e13e268
Thu Jan  1 14:44:23 2026,940000000,EM_ANDAMENTO,C,2e9587f4
Thu Jan  1 14:44:27 2026,940500000,EM_ANDAMENTO,Rag8LZ,8fb53489
Thu Jan  1 14:44:31 2026,941000000,EM_ANDAMENTO,3EMwU9tQ9Q,ea0b0eda
Thu Jan  1 14:44:35 2026,941500000,EM_ANDAMENTO,i4a0,656a224a
Thu Jan  1 14:44:39 2026,942000000,EM_ANDAMENTO,817G6gy,28634129
Thu Jan  1 14:44:43 2026,942500000,EM_ANDAMENTO,wzShe,91eb99d7
Thu Jan  1 14:44:47 2026,943000000,EM_ANDAMENTO,HYF,2a001edc
Thu Jan  1 14:44:50 2026,943500000,EM_ANDAMENTO,AL4ZKjh99bj,780e58a7
Thu Jan  1 14:44:52 2026,944000000,EM_ANDAMENTO,QjPk7x,3c3e68cb
Thu Jan  1 14:44:54 2026,944500000,EM_ANDAMENTO,C2x2uG,a4eab6a6
Thu Jan  1 14:44:56 2026,945000000,EM_ANDAMENTO,Fhi,72b6f545
Thu Jan  1 14:44:58 2026,945500000,EM_ANDAMENTO,rqMi1sV5FmN,1c25a381
Thu Jan  1 14:45:02 2026,946000000,EM_ANDAMENTO,E3E,17c25b16
Thu Jan  1 14:45:05 2026,946500000,EM_ANDAMENTO,QlQi,0415081a
Thu Jan  1 14:45:09 2026,947000000,EM_ANDAMENTO,i6z9,e4d356a3
Thu Jan  1 14:45:13 2026,947500000,EM_ANDAMENTO,D,f0695584
Thu Jan  1 14:45:17 2026,948000000,EM_ANDAMENTO,TKJ8,8574c7ef
Thu Jan  1 14:45:22 2026,948500000,EM_ANDAMENTO,ad2,b4da589f
Thu Jan  1 14:45:26 2026,949000000,EM_ANDAMENTO,GR,da06be2f
Thu Jan  1 14:45:30 2026,949500000,EM_ANDAMENTO,8JSzKhmgoT,df6bddc9
Thu Jan  1 14:45:34 2026,950000000,EM_ANDAMENTO,0q,46ed9405
Thu Jan  1 14:45:38 2026,950500000,EM_ANDAMENTO,WPm,af2c8ca5
Thu Jan  1 14:45:42 2026,951000000,EM_ANDAMENTO,lcV,fb471d38
Thu Jan  1 14:45:46 2026,951500000,EM_ANDAMENTO,zRuf,79c824ce
Thu Jan  1 14:45:50 2026,952000000,EM_ANDAMENTO,WZ,8867bc06
Thu Jan  1 14:45:54 2026,952500000,EM_ANDAMENTO,37TUj,34009d33
Thu Jan  1 14:45:58 2026,953000000,EM_ANDAMENTO,FN,d03124f0
Thu Jan  1 14:46:02 2026,953500000,EM_ANDAMENTO,vIp1fGV4HUlo,9450059f
Thu Jan  1 14:46:06 2026,954000000,EM_ANDAMENTO,Od,80970d9d
Thu Jan  1 14:46:10 2026,954500000,EM_ANDAMENTO,9tiBm2mtOpm,ef9f23a9
Thu Jan  1 14:46:14 2026,955000000,EM_ANDAMENTO,LlE,7d78918c
Thu Jan  1 14:46:18 2026,955500000,EM_ANDAMENTO,mRIQjn2CX,b4a84fa8
Thu Jan  1 14:46:22 2026,956000000,EM_ANDAMENTO,vBHaX,6950be0a
Thu Jan  1 14:46:26 2026,956500000,EM_ANDAMENTO,1v5utP,31a5e6fd
Thu Jan  1 14:46:30 2026,957000000,EM_ANDAMENTO,848qAEG,c753bd91
Thu Jan  1 14:46:34 2026,957500000,EM_ANDAMENTO,2ZI,775003f2
Thu Jan  1 14:46:37 2026,958000000,EM_ANDAMENTO,7LD,91e3857b
Thu Jan  1 14:46:42 2026,958500000,EM_ANDAMENTO,S9ROnJz,b85f503b
Thu Jan  1 14:46:46 2026,959000000,EM_ANDAMENTO,UXpO,c5a80c04
Thu Jan  1 14:46:50 2026,959500000,EM_ANDAMENTO,c5JSQm,b6a86367
Thu Jan  1 14:46:54 2026,960000000,EM_ANDAMENTO,U3P7bToCm8m,024e089e
Thu Jan  1 14:46:56 2026,960500000,EM_ANDAMENTO,Aap,1fa3b003
Thu Jan  1 14:46:59 2026,961000000,EM_ANDAMENTO,K85O4cM,45bf715c
Thu Jan  1 14:47:01 2026,961500000,EM_ANDAMENTO,jNTAZQmp18Qc,9f1ab1c1
Thu Jan  1 14:47:03 2026,962000000,EM_ANDAMENTO,FQP1o6THJANE,26b7cbe7
Thu Jan  1 14:47:04 2026,962500000,EM_ANDAMENTO,4h45Z,694010d1
Thu Jan  1 14:47:06 2026,963000000,EM_ANDAMENTO,u5,5171999c
Thu Jan  1 14:47:08 2026,963500000,EM_ANDAMENTO,0HOw0Tj2oEr3,1db8e2c3
Thu Jan  1 14:47:09 2026,964000000,EM_ANDAMENTO,KER9,f518bac5
Thu Jan  1 14:47:11 2026,964500000,EM_ANDAMENTO,8,cac75ec7
Thu Jan  1 14:47:13 2026,965000000,EM_ANDAMENTO,3alTN3XeUer,e147c3c8
Thu Jan  1 14:47:14 2026,965500000,EM_ANDAMENTO,QiCwdhexr,71efb49a
Thu Jan  1 14:47:18 2026,966000000,EM_ANDAMENTO,rGD7u8NL2jd0,546a9293
Thu Jan  1 14:47:22 2026,966500000,EM_ANDAMENTO,r7aFtmZu,1885e2b5
Thu Jan  1 14:47:26 2026,967000000,EM_ANDAMENTO,7ErbNOrFIjNf,086c3eaa
Thu Jan  1 14:47:30 2026,967500000,EM_ANDAMENTO,1hjyg6wPmA,89d9ad97
Thu Jan  1 14:47:34 2026,968000000,EM_ANDAMENTO,UxJMfo,373eb81b
Thu Jan  1 14:47:38 2026,968500000,EM_ANDAMENTO,FbzwKj,c480fff6
Thu Jan  1 14:47:42 2026,969000000,EM_ANDAMENTO,ICD82otOx,201d3421
Thu Jan  1 14:47:46 2026,969500000,EM_ANDAMENTO,kgaFsnCFfFCM,2d298dd5
Thu Jan  1 14:47:50 2026,970000000,EM_ANDAMENTO,cbzmW400,856c900b
Thu Jan  1 14:47:54 2026,970500000,EM_ANDAMENTO,kSX,3f2ebea4
Thu Jan  1 14:47:58 2026,971000000,EM_ANDAMENTO,28ZL5,75acd891
Thu Jan  1 14:48:02 2026,971500000,EM_ANDAMENTO,2vH,40ca9f92
Thu Jan  1 14:48:06 2026,972000000,EM_ANDAMENTO,S,9934d41d
Thu Jan  1 14:48:10 2026,972500000,EM_ANDAMENTO,j,60e284f4
Thu Jan  1 14:48:14 2026,973000000,EM_ANDAMENTO,iWeoqBlppg,6802dcc8
Thu Jan  1 14:48:18 2026,973500000,EM_ANDAMENTO,cxfznZCto9,4bb61100
Thu Jan  1 14:48:21 2026,974000000,EM_ANDAMENTO,g,7a529e89
Thu Jan  1 14:48:25 2026,974500000,EM_ANDAMENTO,Ldi,1a8df973
Thu Jan  1 14:48:29 2026,975000000,EM_ANDAMENTO,S3qk8lA8kM51,6f1c71b6
Thu Jan  1 14:48:33 2026,975500000,EM_ANDAMENTO,CpK,8c7f1507
Thu Jan  1 14:48:37 2026,976000000,EM_ANDAMENTO,Vh,94c3e94e
Thu Jan  1 14:48:40 2026,976500000,EM_ANDAMENTO,2v,b4ad57c2
Thu Jan  1 14:48:44 2026,977000000,EM_ANDAMENTO,Kmr6j,f34c132f
Thu Jan  1 14:48:48 2026,977500000,EM_ANDAMENTO,Z,dad14f5a
Thu Jan  1 14:48:52 2026,978000000,EM_ANDAMENTO,HNQvjzzm,72e8a830
Thu Jan  1 14:48:56 2026,978500000,EM_ANDAMENTO,HA,ae0f37b8
Thu Jan  1 14:49:00 2026,979000000,EM_ANDAMENTO,dP5N66sCjnr5,bc173fa8
Thu Jan  1 14:49:04 2026,979500000,EM_ANDAMENTO,h8ZnBc,5b5ed0b5
Thu Jan  1 14:49:08 2026,980000000,EM_ANDAMENTO,QKpts,dccaf1dd
Thu Jan  1 14:49:12 2026,980500000,EM_ANDAMENTO,iNuqdbL2De,48546022
Thu Jan  1 14:49:15 2026,981000000,EM_ANDAMENTO,WMkeZR,f36721fa
Thu Jan  1 14:49:19 2026,981500000,EM_ANDAMENTO,bV,2dd31f2c
Thu Jan  1 14:49:23 2026,982000000,EM_ANDAMENTO,g1Sxulx,8a6b60da
Thu Jan  1 14:49:27 2026,982500000,EM_ANDAMENTO,xuzxfWtJ,3c36e4af
Thu Jan  1 14:49:31 2026,983000000,EM_ANDAMENTO,t,ef012cb5
Thu Jan  1 14:49:35 2026,983500000,EM_ANDAMENTO,BK6lLoh2mxRP,4bfb0776
Thu Jan  1 14:49:39 2026,984000000,EM_ANDAMENTO,Vf2,4a6d2608
Thu Jan  1 14:49:43 2026,984500000,EM_ANDAMENTO,00FTxWfBQ,c20db0ed
Thu Jan  1 14:49:47 2026,985000000,EM_ANDAMENTO,Jux,644c78a1
Thu Jan  1 14:49:51 2026,985500000,EM_ANDAMENTO,1no,434c61ac
Thu Jan  1 14:49:55 2026,986000000,EM_ANDAMENTO,H6OQ,022a305a
Thu Jan  1 14:49:59 2026,986500000,EM_ANDAMENTO,VdH6hp2Z8S,8ef5cca1
Thu Jan  1 14:50:04 2026,987000000,EM_ANDAMENTO,305U8,24e07118
Thu Jan  1 14:50:06 2026,987500000,EM_ANDAMENTO,6aYAktNsb6ao,c34e112a
Thu Jan  1 14:50:10 2026,988000000,EM_ANDAMENTO,lxHIjnDH,d5f14376
Thu Jan  1 14:50:14 2026,988500000,EM_ANDAMENTO,rhsEGWhZ8,8cfdfa38
Thu Jan  1 14:50:18 2026,989000000,EM_ANDAMENTO,y2xbAdxNKRF,db79ea17
Thu Jan  1 14:50:22 2026,989500000,EM_ANDAMENTO,WBjlGWCbl0,eb02ac91
Thu Jan  1 14:50:26 2026,990000000,EM_ANDAMENTO,T2,729e130c
Thu Jan  1 14:50:30 2026,990500000,EM_ANDAMENTO,P,eab44804
Thu Jan  1 14:50:34 2026,991000000,EM_ANDAMENTO,Gz,f4ab4901
Thu Jan  1 14:50:38 2026,991500000,EM_ANDAMENTO,7F0JefzfP,06047681
Thu Jan  1 14:50:42 2026,992000000,EM_ANDAMENTO,0Lr,ba011ddb
Thu Jan  1 14:50:46 2026,992500000,EM_ANDAMENTO,EoOs81vVHqFT,97f1ab23
Thu Jan  1 14:50:50 2026,993000000,EM_ANDAMENTO,K6U,6e714698
Thu Jan  1 14:50:54 2026,993500000,EM_ANDAMENTO,md24sqmb,530f3108
Thu Jan  1 14:50:58 2026,994000000,EM_ANDAMENTO,cJEjetapiDJ,157c3805
Thu Jan  1 14:51:02 2026,994500000,EM_ANDAMENTO,emmrm6Ps,67e4796c
Thu Jan  1 14:51:06 2026,995000000,EM_ANDAMENTO,opZ,aae75779
Thu Jan  1 14:51:10 2026,995500000,EM_ANDAMENTO,zz0X,001f145f
Thu Jan  1 14:51:14 2026,996000000,EM_ANDAMENTO,cV7bBSUYLh,736f762f
Thu Jan  1 14:51:17 2026,996500000,EM_ANDAMENTO,gsREZ3IR,bb2b42e4
Thu Jan  1 14:51:21 2026,997000000,EM_ANDAMENTO,1W0,f710a29f
Thu Jan  1 14:51:25 2026,997500000,EM_ANDAMENTO,I3Kfm,35e741d4
Thu Jan  1 14:51:29 2026,998000000,EM_ANDAMENTO,F,a2c949bf
Thu Jan  1 14:51:33 2026,998500000,EM_ANDAMENTO,hj9SdzollK,c4b72e9e
Thu Jan  1 14:51:37 2026,999000000,EM_ANDAMENTO,kJtL,b4c064d5
Thu Jan  1 14:51:41 2026,999500000,EM_ANDAMENTO,38HnuWEE9mi1,a0903ac7
Thu Jan  1 14:51:45 2026,1000000000,EM_ANDAMENTO,D,f0695584
Thu Jan  1 14:51:49 2026,1000500000,EM_ANDAMENTO,ZbHtj,aa68f4fb
Thu Jan  1 14:51:53 2026,1001000000,EM_ANDAMENTO,8GTjynWH,71e521d4
Thu Jan  1 14:51:57 2026,1001500000,EM_ANDAMENTO,I,9264d438
Thu Jan  1 14:52:01 2026,1002000000,EM_ANDAMENTO,KtMMTnVddex,ddfcb1c2
Thu Jan  1 14:52:05 2026,1002500000,EM_ANDAMENTO,9NfKe6,eccfa5dd
Thu Jan  1 14:52:09 2026,1003000000,EM_ANDAMENTO,w,1e332829
Thu Jan  1 14:52:13 2026,1003500000,EM_ANDAMENTO,lz,49936ea5
Thu Jan  1 14:52:17 2026,1004000000,EM_ANDAMENTO,2nFhKZmzt,64c951db
Thu Jan  1 14:52:21 2026,1004500000,EM_ANDAMENTO,2uaMa,3ebfd608
Thu Jan  1 14:52:25 2026,1005000000,EM_ANDAMENTO,MG,f9be3963
Thu Jan  1 14:52:29 2026,1005500000,EM_ANDAMENTO,j,60e284f4
Thu Jan  1 14:52:33 2026,1006000000,EM_ANDAMENTO,qK69Bq4SkP,dcbfe504
Thu Jan  1 14:52:37 2026,1006500000,EM_ANDAMENTO,lrj,55ca9a97
Thu Jan  1 14:52:41 2026,1007000000,EM_ANDAMENTO,JpKzeX2SV,a46e954d
Thu Jan  1 14:52:45 2026,1007500000,EM_ANDAMENTO,4FsfVw80v,9ee07d6d
Thu Jan  1 14:52:49 2026,1008000000,EM_ANDAMENTO,Syq3LdMRMPo,11bee9c4
Thu Jan  1 14:52:53 2026,1008500000,EM_ANDAMENTO,BLLFB2s,5f9d2c7b
Thu Jan  1 14:52:57 2026,1009000000,EM_ANDAMENTO,LyoPHzKF,3006ae92
Thu Jan  1 14:53:01 2026,1009500000,EM_ANDAMENTO,Yx0PR,1b596a6d
Thu Jan  1 14:53:05 2026,1010000000,EM_ANDAMENTO,LiEuDvvmkM,f88d8413
Thu Jan  1 14:53:10 2026,1010500000,EM_ANDAMENTO,J14vz6XLRr,3660595b
Thu Jan  1 14:53:14 2026,1011000000,EM_ANDAMENTO,V,55360b71
Thu Jan  1 14:53:18 2026,1011500000,EM_ANDAMENTO,fREO,7d2cd5e9
Thu Jan  1 14:53:22 2026,1012000000,EM_ANDAMENTO,U,286668ef
Thu Jan  1 14:53:26 2026,1012500000,EM_ANDAMENTO,n8h6c,2239d1bf
Thu Jan  1 14:53:30 2026,1013000000,EM_ANDAMENTO,xPMi,4a2107d7
Thu Jan  1 14:53:34 2026,1013500000,EM_ANDAMENTO,eapRwY5o4t,aeaa2624
Thu Jan  1 14:53:38 2026,1014000000,EM_ANDAMENTO,w14j8ok,3c2ee083
Thu Jan  1 14:53:42 2026,1014500000,EM_ANDAMENTO,g0dDhBReO,7c809e60
Thu Jan  1 14:53:46 2026,1015000000,EM_ANDAMENTO,kvFxesVZni,4aac398d
Thu Jan  1 14:53:50 2026,1015500000,EM_ANDAMENTO,lvzCjNE,4632ca62
Thu Jan  1 14:53:54 2026,1016000000,EM_ANDAMENTO,gzvhie2NrBwF,bd8a0ad2
Thu Jan  1 14:53:58 2026,1016500000,EM_ANDAMENTO,Y,5bf27867
Thu Jan  1 14:54:02 2026,1017000000,EM_ANDAMENTO,VYyAw9p,f79bc9e8
